愛,87.4000000000000000
時間,83.70000000000000000000
言葉,82.2000000000000000
情報,81.20000000000000000000
悲しみ,80.6000000000000000
恐怖,79.8000000000000000
快楽,79.6000000000000000
理解,79.4000000000000000
怒り,79.2000000000000000
絶望,78.8000000000000000
感情,78.6000000000000000
音,77.90000000000000000000
喜び,77.8000000000000000
空気,76.90000000000000000000
安心,76.40000000000000000000
勇気,75.7000000000000000
憎悪,75.2000000000000000
楽しさ,75.1000000000000000
情熱,74.90000000000000000000
光,74.50000000000000000000
不安,73.9000000000000000
声,73.80000000000000000000
気持ち,73.40000000000000000000
金銭,72.60000000000000000000
嫉妬,72.1000000000000000
羞恥心,72.1000000000000000
岩,71.90000000000000000000
労働,68.00000000000000000000
睡眠,66.9000000000000000
希望,63.00000000000000000000
意図,61.90000000000000000000
ネコ,59.80000000000000000000
不満,59.70000000000000000000
におい,55.90000000000000000000
砂,53.70000000000000000000
泥,49.50000000000000000000
アリ,46.30000000000000000000
油,41.60000000000000000000
ケーキ,34.10000000000000000000
水,20.80000000000000000000
